# h,k,F.real,F.imag
0, -5, -9.714476e-15, 3.819167e-14
0, -4, 1.487396e+00, 1.141230e-14
0, -3, -5.873388e-15, 2.398082e-14
0, -2, 1.939346e+01, -1.387041e-15
0, -1, -1.028777e-14, -7.105427e-15
0, 0, 2.247519e+02, 0.000000e+00
0, 1, -1.028777e-14, 7.105427e-15
0, 2, 1.939346e+01, 1.387041e-15
0, 3, -5.873388e-15, -2.398082e-14
0, 4, 1.487396e+00, -1.141230e-14
0, 5, -9.714476e-15, -3.819167e-14
0, 6, 5.758558e-01, -3.751458e-15
0, 7, 3.032642e-14, 2.220446e-14
0, 8, 3.303750e+01, -1.304354e-14
0, 9, -1.436363e-14, 3.219647e-14
0, 10, 6.558854e+00, 1.778039e-14
0, 11, -3.072569e-14, 5.995204e-15
0, 12, 1.132871e+00, -2.988682e-14
0, 13, 4.993494e-15, 7.438494e-15
0, 14, -9.351785e-01, -8.104840e-15
1, -14, 4.161195e-15, 0.000000e+00
1, -13, 4.662937e-15, -2.478199e-16
1, -12, -5.642303e-15, -6.661338e-15
1, -11, -3.219647e-15, -1.207947e-14
1, -10, -1.093425e-14, -4.440892e-16
1, -9, 4.662937e-15, 6.315155e-15
1, -8, -8.721672e-15, -4.884981e-15
1, -7, -3.996803e-15, 4.440892e-15
1, -6, -7.664338e-15, 0.000000e+00
1, -5, 3.552714e-15, -2.692291e-15
1, -4, -3.477450e-15, 8.881784e-16
1, -3, 1.776357e-15, 5.773160e-15
1, -2, 2.214800e-16, 0.000000e+00
1, -1, 3.552714e-15, -8.881784e-16
1, 0, -1.117595e-14, 7.105427e-15
1, 1, -3.552714e-15, -6.217249e-15
1, 2, 1.176780e-14, 1.776357e-15
1, 3, 2.664535e-15, -2.442491e-15
1, 4, -9.379876e-15, -8.881784e-15
1, 5, -9.769963e-15, -4.440892e-16
1, 6, -6.443093e-15, 1.065814e-14
1, 7, -2.442491e-15, 1.843815e-15
1, 8, -1.527058e-14, 3.996803e-15
1, 9, 7.327472e-15, 4.844109e-15
1, 10, -3.000656e-15, 9.325873e-15
1, 11, 8.659740e-15, -6.719276e-16
1, 12, -1.457419e-15, -1.421085e-14
1, 13, -4.662937e-15, -4.910757e-15
1, 14, 2.584052e-15, -2.220446e-16
2, -14, 7.000374e+00, 7.477504e-15
2, -13, -4.404481e-15, -2.109424e-15
2, -12, 1.785402e+00, -4.857128e-17
2, -11, -6.197638e-15, -1.587619e-14
2, -10, 1.209027e+01, 4.125851e-15
2, -9, -2.454156e-15, -8.215650e-15
2, -8, 4.555548e+00, -5.869224e-15
2, -7, -3.459581e-15, 3.108624e-15
2, -6, 2.272270e+01, 1.241162e-14
2, -5, 1.361665e-15, -5.773160e-15
2, -4, 5.106223e+00, -6.652118e-16
2, -3, -5.988661e-15, -4.440892e-15
2, -2, 5.368585e+01, 0.000000e+00
2, -1, 2.214800e-16, 0.000000e+00
2, 0, 1.939346e+01, 1.387041e-15
2, 1, 1.176780e-14, 1.776357e-15
2, 2, 5.368585e+01, -1.247801e-14
2, 3, -1.854479e-14, -1.332268e-14
2, 4, 5.106223e+00, -2.248108e-16
2, 5, 9.638674e-15, 1.332268e-15
